relation	predicate	count
RO:0000087	biolink:related_to	1
RO:0001000	biolink:related_to	46
inverseOf	biolink:inverseOf	25
rdfs:subClassOf	biolink:subclass_of	3180
subPropertyOf	biolink:subPropertyOf	135
