relation	predicate	count
BFO:0000050	biolink:part_of	187
RO:0002087	biolink:preceded_by	56
RO:0002202	biolink:develops_from	127
RO:0002488	biolink:temporally_related_to	127
RO:0002492	biolink:temporally_related_to	59
rdfs:subClassOf	biolink:subclass_of	189
